id,chart,hardness,avg_inference_time,total_inference_time,inference_count,total_prompt_tokens,total_response_tokens,total_tokens,avg_prompt_tokens,avg_response_tokens,avg_total_tokens,token_count,code execution_fail_rate,surface-form check_fail_rate,deconstruction_fail_rate,chart type check_fail_rate,data check_fail_rate,order check_fail_rate,layout check_fail_rate,scale and ticks check_fail_rate,invalid_rate,illegal rate,pass_rate,readability_score,quality_score,is_multi_table,text_model,vision_model
238,Bar,Medium,10.0718,40.2873,4,19052,1273,20325,4763.0,318.25,5081.25,4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
246,Bar,Medium,9.9806,39.9223,4,19050,1261,20311,4762.5,315.25,5077.75,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
247,Bar,Medium,9.3646,37.4584,4,19050,1183,20233,4762.5,295.75,5058.25,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
248,Bar,Medium,6.6397,6.6397,1,4763,209,4972,4763.0,209.0,4972.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
252,Pie,Medium,8.2064,16.4129,2,9500,518,10018,4750.0,259.0,5009.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
264,Bar,Medium,8.9723,35.889,4,19050,1133,20183,4762.5,283.25,5045.75,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
265,Bar,Medium,11.2576,33.7728,3,14293,1068,15361,4764.3333,356.0,5120.3333,3,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
267,Line,Easy,9.8852,29.6555,3,14237,937,15174,4745.6667,312.3333,5058.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
273,Line,Medium,9.4614,37.8455,4,19064,1195,20259,4766.0,298.75,5064.75,4,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.25,0.0,,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
285,Bar,Medium,12.1588,12.1588,1,6339,374,6713,6339.0,374.0,6713.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
286,Bar,Medium,11.3443,11.3443,1,6343,356,6699,6343.0,356.0,6699.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
291,Bar,Hard,13.5311,13.5311,1,6349,425,6774,6349.0,425.0,6774.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
292,Scatter,Medium,12.0661,24.1322,2,12680,758,13438,6340.0,379.0,6719.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-14B-Instruct,None
