id,chart,hardness,avg_inference_time,total_inference_time,inference_count,code execution_fail_rate,surface-form check_fail_rate,deconstruction_fail_rate,chart type check_fail_rate,data check_fail_rate,order check_fail_rate,layout check_fail_rate,scale and ticks check_fail_rate,invalid_rate,illegal rate,pass_rate,readability_score,quality_score,is_multi_table,text_model,vision_model
32,Bar,Medium,6.4781,19.4344,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
32,Bar,Medium,6.4781,19.4344,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
33,Pie,Easy,3.5903,14.3614,4,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
33,Pie,Easy,3.5903,14.3614,4,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
33,Pie,Easy,3.5903,14.3614,4,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
34,Bar,Easy,4.9267,24.6336,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
34,Bar,Easy,4.9267,24.6336,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
34,Bar,Easy,4.9267,24.6336,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
35,Pie,Medium,5.8005,5.8005,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
35,Pie,Medium,5.8005,5.8005,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
35,Pie,Medium,5.8005,5.8005,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
36,Bar,Medium,5.3933,10.7866,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
36,Bar,Medium,5.3933,10.7866,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
36,Bar,Medium,5.3933,10.7866,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
37,Pie,Medium,8.5133,17.0267,2,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
37,Pie,Medium,8.5133,17.0267,2,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
37,Pie,Medium,8.5133,17.0267,2,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
46,Pie,Easy,3.8761,7.7522,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
46,Pie,Easy,3.8761,7.7522,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
46,Pie,Easy,3.8761,7.7522,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
54,Pie,Hard,8.9071,17.8141,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
54,Pie,Hard,8.9071,17.8141,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
54,Pie,Hard,8.9071,17.8141,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
55,Bar,Hard,9.0233,18.0467,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
55,Bar,Hard,9.0233,18.0467,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
55,Bar,Hard,9.0233,18.0467,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
62,Scatter,Easy,3.8619,7.7237,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
62,Scatter,Easy,3.8619,7.7237,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
62,Scatter,Easy,3.8619,7.7237,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
63,Pie,Medium,4.1154,16.4617,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
63,Pie,Medium,4.1154,16.4617,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
63,Pie,Medium,4.1154,16.4617,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
64,Bar,Medium,4.2414,12.7243,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
64,Bar,Medium,4.2414,12.7243,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
64,Bar,Medium,4.2414,12.7243,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
65,Bar,Hard,9.2379,18.4758,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
65,Bar,Hard,9.2379,18.4758,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
65,Bar,Hard,9.2379,18.4758,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
68,Bar,Hard,23.4353,46.8707,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
68,Bar,Hard,23.4353,46.8707,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
68,Bar,Hard,23.4353,46.8707,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
69,Bar,Hard,7.2338,14.4676,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
69,Bar,Hard,7.2338,14.4676,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
69,Bar,Hard,7.2338,14.4676,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
72,Bar,Hard,26.8794,53.7589,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
72,Bar,Hard,26.8794,53.7589,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
72,Bar,Hard,26.8794,53.7589,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
74,Bar,Easy,3.7646,22.5877,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
74,Bar,Easy,3.7646,22.5877,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
74,Bar,Easy,3.7646,22.5877,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
77,Bar,Hard,7.1006,14.2013,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
77,Bar,Hard,7.1006,14.2013,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
77,Bar,Hard,7.1006,14.2013,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
81,Pie,Hard,6.3281,25.3124,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
81,Pie,Hard,6.3281,25.3124,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
81,Pie,Hard,6.3281,25.3124,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
86,Bar,Easy,8.0567,16.1134,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
86,Bar,Easy,8.0567,16.1134,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
86,Bar,Easy,8.0567,16.1134,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
93,Pie,Medium,3.5147,14.059,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
93,Pie,Medium,3.5147,14.059,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
93,Pie,Medium,3.5147,14.059,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
94,Bar,Medium,4.4666,17.8662,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
94,Bar,Medium,4.4666,17.8662,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
94,Bar,Medium,4.4666,17.8662,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
95,Pie,Easy,6.8395,20.5184,3,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
95,Pie,Easy,6.8395,20.5184,3,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
95,Pie,Easy,6.8395,20.5184,3,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
96,Bar,Easy,3.9069,11.7208,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
96,Bar,Easy,3.9069,11.7208,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
96,Bar,Easy,3.9069,11.7208,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
98,Bar,Medium,4.3646,4.3646,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
98,Bar,Medium,4.3646,4.3646,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
98,Bar,Medium,4.3646,4.3646,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
103,Pie,Hard,7.6365,15.2729,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
103,Pie,Hard,7.6365,15.2729,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
103,Pie,Hard,7.6365,15.2729,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
120,Bar,Medium,3.7528,3.7528,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
120,Bar,Medium,3.7528,3.7528,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
120,Bar,Medium,3.7528,3.7528,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
131,Pie,Medium,22.7838,22.7838,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
131,Pie,Medium,22.7838,22.7838,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
131,Pie,Medium,22.7838,22.7838,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
138,Pie,Medium,6.0503,12.1006,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
138,Pie,Medium,6.0503,12.1006,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
138,Pie,Medium,6.0503,12.1006,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
146,Stacked Bar,Hard,8.7162,8.7162,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
146,Stacked Bar,Hard,8.7162,8.7162,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
146,Stacked Bar,Hard,8.7162,8.7162,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
150,Pie,Medium,6.9404,6.9404,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
150,Pie,Medium,6.9404,6.9404,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
150,Pie,Medium,6.9404,6.9404,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
158,Bar,Hard,8.7725,8.7725,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
158,Bar,Hard,8.7725,8.7725,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
158,Bar,Hard,8.7725,8.7725,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
163,Line,Hard,8.636,8.636,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
163,Line,Hard,8.636,8.636,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
163,Line,Hard,8.636,8.636,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
173,Pie,Medium,5.9777,5.9777,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
173,Pie,Medium,5.9777,5.9777,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
173,Pie,Medium,5.9777,5.9777,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
175,Scatter,Medium,18.3399,55.0197,3,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
175,Scatter,Medium,18.3399,55.0197,3,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
175,Scatter,Medium,18.3399,55.0197,3,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct,None
186,Bar,Medium,3.9946,3.9946,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
186,Bar,Medium,3.9946,3.9946,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
186,Bar,Medium,3.9946,3.9946,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
189,Stacked Bar,Extra Hard,13.6372,54.5488,4,0.25,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.25,0.75,0.0,,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
189,Stacked Bar,Extra Hard,13.6372,54.5488,4,0.25,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.25,0.75,0.0,,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
189,Stacked Bar,Extra Hard,13.6372,54.5488,4,0.25,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.25,0.75,0.0,,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
194,Stacked Bar,Extra Hard,23.437,23.437,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
194,Stacked Bar,Extra Hard,23.437,23.437,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
194,Stacked Bar,Extra Hard,23.437,23.437,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct,None
