id,chart,hardness,avg_inference_time,total_inference_time,inference_count,total_prompt_tokens,total_response_tokens,total_tokens,avg_prompt_tokens,avg_response_tokens,avg_total_tokens,token_count,code execution_fail_rate,surface-form check_fail_rate,deconstruction_fail_rate,chart type check_fail_rate,data check_fail_rate,order check_fail_rate,layout check_fail_rate,scale and ticks check_fail_rate,invalid_rate,illegal rate,pass_rate,quality_score,readability_score,is_multi_table,text_model,vision_model
1535,Bar,Medium,8.3116,41.5579,5,5696,1476,7172,1139.2,295.2,1434.4,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1537,Bar,Medium,25.1907,25.1907,1,2532,888,3420,2532.0,888.0,3420.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1556,Line,Hard,20.8022,83.209,4,10179,2951,13130,2544.75,737.75,3282.5,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1563,Bar,Extra Hard,9.0892,45.4462,5,5845,1618,7463,1169.0,323.6,1492.6,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1574,Scatter,Hard,8.3895,33.5581,4,6091,1182,7273,1522.75,295.5,1818.25,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1580,Bar,Hard,10.5162,42.0649,4,4763,1499,6262,1190.75,374.75,1565.5,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1611,Scatter,Medium,16.7825,50.3476,3,8029,1791,9820,2676.3333,597.0,3273.3333,3,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1621,Line,Medium,33.7767,202.6603,6,22559,6584,29143,3759.8333,1097.3333,4857.1667,6,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1630,Bar,Medium,11.0964,11.0964,1,1154,396,1550,1154.0,396.0,1550.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1652,Bar,Medium,21.6887,86.7549,4,10230,3085,13315,2557.5,771.25,3328.75,4,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1663,Line,Extra Hard,9.8773,19.7547,2,2691,704,3395,1345.5,352.0,1697.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1690,Scatter,Extra Hard,12.1544,60.7721,5,8353,1531,9884,1670.6,306.2,1976.8,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1715,Bar,Medium,26.3038,131.519,5,13955,4691,18646,2791.0,938.2,3729.2,5,0.2,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.2,0.8,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1741,Scatter,Easy,7.1073,28.4292,4,4630,1009,5639,1157.5,252.25,1409.75,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1807,Pie,Hard,6.7196,13.4391,2,2308,476,2784,1154.0,238.0,1392.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1831,Bar,Hard,29.716,59.432,2,6440,2124,8564,3220.0,1062.0,4282.0,2,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1839,Bar,Easy,33.5196,67.0392,2,10381,2392,12773,5190.5,1196.0,6386.5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1955,Pie,Hard,8.0951,16.1902,2,2650,569,3219,1325.0,284.5,1609.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1961,Pie,Hard,8.9967,8.9967,1,1324,319,1643,1324.0,319.0,1643.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1966,Pie,Easy,5.6194,22.4778,4,3503,789,4292,875.75,197.25,1073.0,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1968,Pie,Easy,6.0497,18.149,3,2639,647,3286,879.6667,215.6667,1095.3333,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1969,Bar,Easy,7.4257,29.7029,4,3507,1051,4558,876.75,262.75,1139.5,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1971,Pie,Easy,6.8608,20.5823,3,2638,731,3369,879.3333,243.6667,1123.0,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1972,Scatter,Easy,17.2925,17.2925,1,1878,615,2493,1878.0,615.0,2493.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1973,Grouping Scatter,Easy,15.076,30.152,2,3732,1063,4795,1866.0,531.5,2397.5,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1974,Pie,Medium,6.7536,13.5071,2,1759,476,2235,879.5,238.0,1117.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1975,Bar,Medium,13.0171,26.0342,2,3205,911,4116,1602.5,455.5,2058.0,2,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1976,Pie,Easy,13.0987,104.7897,8,7041,1903,8944,880.125,237.875,1118.0,8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1978,Pie,Medium,23.0382,46.0764,2,1760,481,2241,880.0,240.5,1120.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1980,Pie,Extra Hard,8.774,35.0962,4,5044,1243,6287,1261.0,310.75,1571.75,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1990,Bar,Extra Hard,24.1697,24.1697,1,2136,667,2803,2136.0,667.0,2803.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1992,Bar,Medium,12.4006,24.8011,2,1802,890,2692,901.0,445.0,1346.0,2,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2005,Grouping Line,Medium,94.8808,94.8808,1,1843,543,2386,1843.0,543.0,2386.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2009,Pie,Easy,5.4162,5.4162,1,846,192,1038,846.0,192.0,1038.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2011,Bar,Easy,20.3157,60.9472,3,2545,761,3306,848.3333,253.6667,1102.0,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2012,Bar,Easy,19.7553,59.2658,3,2549,770,3319,849.6667,256.6667,1106.3333,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2013,Pie,Easy,8.5922,25.7766,3,2555,694,3249,851.6667,231.3333,1083.0,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2014,Line,Medium,8.1809,16.3617,2,1719,580,2299,859.5,290.0,1149.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2015,Line,Medium,17.3214,51.9642,3,5765,1870,7635,1921.6667,623.3333,2545.0,3,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2018,Bar,Easy,5.8342,5.8342,1,935,204,1139,935.0,204.0,1139.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2019,Bar,Easy,37.3761,37.3761,1,4255,1344,5599,4255.0,1344.0,5599.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2021,Line,Easy,6.7395,6.7395,1,927,240,1167,927.0,240.0,1167.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2027,Bar,Medium,16.6969,16.6969,1,2263,589,2852,2263.0,589.0,2852.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2036,Bar,Medium,8.0962,8.0962,1,853,289,1142,853.0,289.0,1142.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2059,Pie,Hard,27.4086,54.8171,2,6437,1947,8384,3218.5,973.5,4192.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2065,Pie,Medium,7.0424,21.1273,3,2592,750,3342,864.0,250.0,1114.0,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2067,Pie,Medium,6.8866,13.7733,2,1737,488,2225,868.5,244.0,1112.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2071,Pie,Medium,19.0175,38.0349,2,1893,473,2366,946.5,236.5,1183.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2074,Pie,Extra Hard,11.4394,11.4394,1,944,408,1352,944.0,408.0,1352.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2093,Pie,Medium,7.0082,14.0164,2,1807,495,2302,903.5,247.5,1151.0,2,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2096,Bar,Medium,33.2055,33.2055,1,4677,1174,5851,4677.0,1174.0,5851.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2110,Bar,Easy,7.3837,14.7674,2,1832,514,2346,916.0,257.0,1173.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2119,Bar,Easy,10.2517,20.5035,2,1833,724,2557,916.5,362.0,1278.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2132,Pie,Hard,18.3316,18.3316,1,822,335,1157,822.0,335.0,1157.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2144,Bar,Medium,19.2059,19.2059,1,2040,673,2713,2040.0,673.0,2713.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2155,Pie,Hard,18.3016,18.3016,1,2119,638,2757,2119.0,638.0,2757.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2161,Pie,Hard,12.2544,36.7631,3,3800,1303,5103,1266.6667,434.3333,1701.0,3,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2166,Pie,Medium,8.5798,8.5798,1,1000,304,1304,1000.0,304.0,1304.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2167,Bar,Medium,11.8404,35.5213,3,3006,889,3895,1002.0,296.3333,1298.3333,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2168,Pie,Easy,6.3319,18.9958,3,2633,675,3308,877.6667,225.0,1102.6667,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2170,Pie,Hard,40.3981,40.3981,1,4417,1438,5855,4417.0,1438.0,5855.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2171,Bar,Hard,24.057,72.1711,3,6986,2568,9554,2328.6667,856.0,3184.6667,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2172,Bar,Medium,7.0759,21.2277,3,2367,759,3126,789.0,253.0,1042.0,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2174,Bar,Easy,13.0646,13.0646,1,848,472,1320,848.0,472.0,1320.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2180,Bar,Easy,6.8589,20.5766,3,2345,721,3066,781.6667,240.3333,1022.0,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2181,Bar,Easy,14.4544,57.8176,4,3343,969,4312,835.75,242.25,1078.0,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2218,Bar,Medium,13.9658,69.8292,5,4949,1475,6424,989.8,295.0,1284.8,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2219,Bar,Medium,14.8656,59.4624,4,3958,1189,5147,989.5,297.25,1286.75,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2226,Bar,Medium,11.7734,58.8668,5,6346,1955,8301,1269.2,391.0,1660.2,5,0.0,0.2,0.0,0.8,0.8,0.0,0.0,0.0,0.2,0.8,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2229,Bar,Medium,26.0971,130.4857,5,16256,4616,20872,3251.2,923.2,4174.4,5,0.2,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.2,0.8,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2230,Bar,Medium,8.9177,44.5886,5,4945,1594,6539,989.0,318.8,1307.8,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2270,Scatter,Easy,8.1632,32.6526,4,3912,1160,5072,978.0,290.0,1268.0,4,0.0,0.25,0.0,0.75,0.75,0.0,0.0,0.0,0.25,0.75,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2280,Grouping Scatter,Medium,32.2897,64.5794,2,9302,2274,11576,4651.0,1137.0,5788.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2289,Grouping Scatter,Medium,39.1596,195.7978,5,21662,6933,28595,4332.4,1386.6,5719.0,5,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2299,Grouping Scatter,Medium,35.7178,35.7178,1,4783,1266,6049,4783.0,1266.0,6049.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2303,Bar,Easy,5.446,10.892,2,1690,387,2077,845.0,193.5,1038.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2304,Bar,Easy,5.7855,5.7855,1,841,206,1047,841.0,206.0,1047.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2307,Pie,Easy,6.3931,6.3931,1,833,227,1060,833.0,227.0,1060.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2309,Pie,Medium,7.4705,7.4705,1,1008,267,1275,1008.0,267.0,1275.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2311,Pie,Easy,6.996,13.9919,2,1657,500,2157,828.5,250.0,1078.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2343,Pie,Hard,10.7684,32.3052,3,3387,830,4217,1129.0,276.6667,1405.6667,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2344,Bar,Hard,8.8045,26.4134,3,3391,941,4332,1130.3333,313.6667,1444.0,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2346,Pie,Extra Hard,21.9865,43.9731,2,2250,786,3036,1125.0,393.0,1518.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2348,Pie,Easy,5.7458,11.4917,2,1873,407,2280,936.5,203.5,1140.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2350,Pie,Easy,36.9638,36.9638,1,822,238,1060,822.0,238.0,1060.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2351,Bar,Easy,6.282,18.8459,3,2461,671,3132,820.3333,223.6667,1044.0,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2359,Pie,Medium,16.756,50.268,3,2932,930,3862,977.3333,310.0,1287.3333,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2371,Bar,Medium,8.1753,24.5259,3,2933,877,3810,977.6667,292.3333,1270.0,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2387,Bar,Easy,14.4076,43.2228,3,2944,932,3876,981.3333,310.6667,1292.0,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2397,Pie,Medium,11.6899,11.6899,1,1000,420,1420,1000.0,420.0,1420.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2403,Bar,Extra Hard,29.5111,29.5111,1,996,294,1290,996.0,294.0,1290.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2416,Pie,Easy,7.5793,7.5793,1,819,269,1088,819.0,269.0,1088.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2422,Pie,Easy,14.521,58.084,4,3987,927,4914,996.75,231.75,1228.5,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2428,Bar,Easy,11.929,59.6449,5,3778,1103,4881,755.6,220.6,976.2,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2429,Pie,Hard,16.2882,32.5763,2,5024,1141,6165,2512.0,570.5,3082.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2432,Bar,Medium,14.8645,29.729,2,2426,628,3054,1213.0,314.0,1527.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2437,Bar,Easy,7.6183,7.6183,1,904,268,1172,904.0,268.0,1172.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2440,Pie,Easy,13.4766,53.9063,4,4549,1114,5663,1137.25,278.5,1415.75,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2442,Pie,Medium,13.7952,55.1808,4,7540,1456,8996,1885.0,364.0,2249.0,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2457,Bar,Medium,17.3605,52.0814,3,2652,997,3649,884.0,332.3333,1216.3333,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2464,Pie,Medium,6.1287,12.2574,2,1546,435,1981,773.0,217.5,990.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2466,Pie,Easy,15.6913,47.0739,3,2315,650,2965,771.6667,216.6667,988.3333,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2471,Bar,Medium,35.3174,35.3174,1,3042,1258,4300,3042.0,1258.0,4300.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2473,Bar,Easy,12.8744,90.121,7,5396,1641,7037,770.8571,234.4286,1005.2857,7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
