id,chart,hardness,avg_inference_time,total_inference_time,inference_count,total_prompt_tokens,total_response_tokens,total_tokens,avg_prompt_tokens,avg_response_tokens,avg_total_tokens,token_count,code execution_fail_rate,surface-form check_fail_rate,deconstruction_fail_rate,chart type check_fail_rate,data check_fail_rate,order check_fail_rate,layout check_fail_rate,scale and ticks check_fail_rate,invalid_rate,illegal rate,pass_rate,quality_score,readability_score,is_multi_table,text_model,vision_model
2867@x_name@ASC,Bar,Hard,9.0072,18.0144,2,1791,643,2434,895.5,321.5,1217.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2868@y_name@ASC,Bar,Medium,19.9805,39.9609,2,3124,811,3935,1562.0,405.5,1967.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2869@y_name@DESC,Bar,Medium,25.3651,50.7302,2,6469,1791,8260,3234.5,895.5,4130.0,2,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1407@y_name@DESC,Bar,Medium,6.965,27.8601,4,4504,982,5486,1126.0,245.5,1371.5,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1409@y_name@DESC,Bar,Hard,15.0918,60.3672,4,5092,1300,6392,1273.0,325.0,1598.0,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1413@y_name@ASC,Bar,Hard,15.2324,30.4649,2,2265,564,2829,1132.5,282.0,1414.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1414@y_name@DESC,Bar,Easy,8.822,17.6441,2,1603,632,2235,801.5,316.0,1117.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2173@y_name@DESC,Bar,Hard,16.9475,50.8425,3,2942,946,3888,980.6667,315.3333,1296.0,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2175@y_name@ASC,Bar,Medium,6.9102,6.9102,1,844,247,1091,844.0,247.0,1091.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2176@y_name@DESC,Bar,Medium,10.0592,20.1184,2,1970,715,2685,985.0,357.5,1342.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2177@x_name@ASC,Bar,Medium,2160.703,4321.4059,2,2655,652,3307,1327.5,326.0,1653.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2178@x_name@DESC,Bar,Medium,6.8415,6.8415,1,789,241,1030,789.0,241.0,1030.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2179@y_name@DESC,Bar,Medium,7.1465,14.2931,2,1577,502,2079,788.5,251.0,1039.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2191@x_name@DESC,Bar,Medium,7.7208,23.1625,3,2409,812,3221,803.0,270.6667,1073.6667,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2201@x_name@DESC,Bar,Medium,9.1617,18.3234,2,1693,645,2338,846.5,322.5,1169.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2203@x_name@DESC,Bar,Medium,10.2622,10.2622,1,979,360,1339,979.0,360.0,1339.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2215@x_name@ASC,Bar,Hard,9.2207,18.4414,2,2001,644,2645,1000.5,322.0,1322.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2224@x_name@ASC,Bar,Hard,16.1777,48.5331,3,5526,1692,7218,1842.0,564.0,2406.0,3,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2225@y_name@DESC,Bar,Hard,9.4931,28.4792,3,2997,997,3994,999.0,332.3333,1331.3333,3,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2235@x_name@DESC,Bar,Hard,9.2877,18.5754,2,1996,669,2665,998.0,334.5,1332.5,2,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2236@y_name@ASC,Bar,Hard,9.2217,36.8867,4,3992,1323,5315,998.0,330.75,1328.75,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2305@y_name@ASC,Bar,Hard,8.7589,17.5178,2,1963,618,2581,981.5,309.0,1290.5,2,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
894@y_name@DESC,Bar,Medium,8.2434,16.4869,2,1726,576,2302,863.0,288.0,1151.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2643@x_name@DESC,Bar,Medium,6.5693,6.5693,1,881,228,1109,881.0,228.0,1109.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2648@y_name@ASC,Bar,Medium,7.1195,35.5974,5,4413,1247,5660,882.6,249.4,1132.0,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2788@x_name@DESC,Bar,Medium,9.5314,9.5314,1,941,333,1274,941.0,333.0,1274.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2790@x_name@DESC,Bar,Medium,7.9449,15.8897,2,1633,535,2168,816.5,267.5,1084.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2800@y_name@ASC,Bar,Medium,7.2743,14.5487,2,1510,512,2022,755.0,256.0,1011.0,2,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
298@y_name@DESC,Bar,Hard,11.4409,11.4409,1,1691,383,2074,1691.0,383.0,2074.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
303@x_name@DESC,Line,Hard,11.1098,11.1098,1,1674,384,2058,1674.0,384.0,2058.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
317@y_name@DESC,Bar,Medium,19.7975,39.5949,2,5704,1403,7107,2852.0,701.5,3553.5,2,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
330@y_name@ASC,Bar,Hard,35.7147,71.4294,2,9073,2529,11602,4536.5,1264.5,5801.0,2,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
339@x_name@DESC,Bar,Medium,8.7989,8.7989,1,1014,305,1319,1014.0,305.0,1319.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
349@y_name@DESC,Bar,Hard,26.1683,52.3365,2,9132,1794,10926,4566.0,897.0,5463.0,2,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2585@x_name@ASC,Bar,Medium,6.8329,6.8329,1,925,232,1157,925.0,232.0,1157.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2587@y_name@ASC,Bar,Medium,7.1451,21.4352,3,2808,741,3549,936.0,247.0,1183.0,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
927@y_name@ASC,Stacked Bar,Extra Hard,40.1735,40.1735,1,3986,1399,5385,3986.0,1399.0,5385.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
932@y_name@DESC,Bar,Medium,11.1878,22.3756,2,1669,778,2447,834.5,389.0,1223.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
942@x_name@DESC,Grouping Line,Extra Hard,36.9589,36.9589,1,1892,1287,3179,1892.0,1287.0,3179.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
988@x_name@DESC,Bar,Hard,7.0589,7.0589,1,1458,233,1691,1458.0,233.0,1691.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1099@x_name@ASC,Bar,Easy,6.0726,6.0726,1,873,206,1079,873.0,206.0,1079.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1100@x_name@ASC,Line,Medium,8.1437,8.1437,1,880,282,1162,880.0,282.0,1162.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1101@x_name@ASC,Line,Medium,8.2224,16.4448,2,1750,570,2320,875.0,285.0,1160.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1105@y_name@ASC,Bar,Extra Hard,8.5669,8.5669,1,986,296,1282,986.0,296.0,1282.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1112@x_name@DESC,Bar,Medium,7.2143,7.2143,1,826,249,1075,826.0,249.0,1075.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2475@y_name@DESC,Bar,Hard,10.4716,10.4716,1,941,361,1302,941.0,361.0,1302.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2486@x_name@DESC,Bar,Medium,7.1047,21.314,3,2478,740,3218,826.0,246.6667,1072.6667,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2488@y_name@DESC,Bar,Medium,8.9279,17.8559,2,1659,623,2282,829.5,311.5,1141.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2493@y_name@DESC,Bar,Hard,9.5908,9.5908,1,1151,327,1478,1151.0,327.0,1478.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
3058@y_name@ASC,Bar,Medium,6.9444,27.7775,4,3671,960,4631,917.75,240.0,1157.75,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2421@y_name@DESC,Bar,Medium,7.141,14.282,2,1714,493,2207,857.0,246.5,1103.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2423@y_name@DESC,Bar,Medium,10.216,40.864,4,5322,1401,6723,1330.5,350.25,1680.75,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2430@y_name@ASC,Bar,Extra Hard,14.7756,14.7756,1,2536,515,3051,2536.0,515.0,3051.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2859@y_name@ASC,Bar,Hard,12.0764,48.3056,4,6307,1714,8021,1576.75,428.5,2005.25,4,0.0,0.25,0.0,0.75,0.75,0.0,0.0,0.0,0.25,0.75,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2860@x_name@DESC,Bar,Medium,12.1836,12.1836,1,917,434,1351,917.0,434.0,1351.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2862@x_name@ASC,Bar,Medium,6.5436,6.5436,1,886,232,1118,886.0,232.0,1118.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2497@y_name@DESC,Bar,Hard,9.2354,18.4707,2,1898,657,2555,949.0,328.5,1277.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2507@y_name@ASC,Bar,Medium,6.6794,13.3588,2,1876,476,2352,938.0,238.0,1176.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2735@x_name@DESC,Bar,Hard,15.8209,31.6418,2,3512,1125,4637,1756.0,562.5,2318.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2737@y_name@DESC,Bar,Hard,8.2439,24.7317,3,2682,889,3571,894.0,296.3333,1190.3333,3,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2739@x_name@ASC,Bar,Medium,22.892,22.892,1,1966,818,2784,1966.0,818.0,2784.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2740@y_name@DESC,Bar,Medium,7.2595,7.2595,1,890,259,1149,890.0,259.0,1149.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2747@x_name@DESC,Bar,Medium,8.3965,8.3965,1,891,301,1192,891.0,301.0,1192.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2751@x_name@ASC,Bar,Medium,6.4199,6.4199,1,889,229,1118,889.0,229.0,1118.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2753@y_name@DESC,Bar,Medium,24.2919,72.8757,3,2679,802,3481,893.0,267.3333,1160.3333,3,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2803@y_name@ASC,Bar,Hard,9.2708,18.5416,2,1896,655,2551,948.0,327.5,1275.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2805@y_name@ASC,Bar,Hard,23.5501,47.1003,2,1636,629,2265,818.0,314.5,1132.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2811@x_name@ASC,Bar,Medium,7.045,14.0899,2,1622,497,2119,811.0,248.5,1059.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2621@y_name@DESC,Bar,Extra Hard,8.373,33.4919,4,4366,1169,5535,1091.5,292.25,1383.75,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1163@y_name@ASC,Bar,Hard,6.912,6.912,1,1583,228,1811,1583.0,228.0,1811.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1164@y_name@ASC,Bar,Hard,15.8992,31.7984,2,4953,1098,6051,2476.5,549.0,3025.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1165@x_name@DESC,Line,Hard,6.7199,6.7199,1,1584,231,1815,1584.0,231.0,1815.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1166@y_name@ASC,Bar,Hard,7.1603,14.3206,2,3176,492,3668,1588.0,246.0,1834.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1167@y_name@ASC,Bar,Medium,11.026,11.026,1,1051,382,1433,1051.0,382.0,1433.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1169@y_name@DESC,Bar,Medium,7.8871,15.7742,2,2103,548,2651,1051.5,274.0,1325.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1181@y_name@DESC,Bar,Medium,9.3456,18.6911,2,2098,653,2751,1049.0,326.5,1375.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1184@y_name@ASC,Bar,Medium,7.3407,14.6814,2,2112,510,2622,1056.0,255.0,1311.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1185@y_name@DESC,Bar,Medium,7.5091,15.0181,2,2116,527,2643,1058.0,263.5,1321.5,2,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1190@y_name@ASC,Bar,Hard,61.2153,122.4307,2,11784,4279,16063,5892.0,2139.5,8031.5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1197@x_name@ASC,Bar,Hard,18.7581,37.5163,2,7451,1275,8726,3725.5,637.5,4363.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
1200@y_name@ASC,Bar,Hard,9.1004,18.2008,2,1907,635,2542,953.5,317.5,1271.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2075@y_name@DESC,Bar,Extra Hard,11.791,11.791,1,956,416,1372,956.0,416.0,1372.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2079@y_name@DESC,Bar,Medium,43.0294,43.0294,1,4094,1509,5603,4094.0,1509.0,5603.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2087@y_name@DESC,Bar,Medium,9.1521,9.1521,1,808,317,1125,808.0,317.0,1125.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2088@x_name@ASC,Bar,Hard,9.5183,9.5183,1,908,328,1236,908.0,328.0,1236.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2097@y_name@DESC,Bar,Hard,15.0619,15.0619,1,2247,520,2767,2247.0,520.0,2767.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2102@y_name@DESC,Bar,Hard,8.1229,8.1229,1,1032,288,1320,1032.0,288.0,1320.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
2109@y_name@ASC,Bar,Medium,8.0867,24.2601,3,2741,842,3583,913.6667,280.6667,1194.3333,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
907@x_name@ASC,Bar,Medium,7.0572,14.1144,2,1852,486,2338,926.0,243.0,1169.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
3288@x_name@DESC,Bar,Medium,6.8547,13.7094,2,3739,452,4191,1869.5,226.0,2095.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
3290@y_name@ASC,Bar,Medium,7.0021,21.0064,3,5615,715,6330,1871.6667,238.3333,2110.0,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
443@x_name@ASC,Bar,Medium,6.8488,13.6977,2,2009,479,2488,1004.5,239.5,1244.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
445@x_name@ASC,Bar,Medium,6.2986,6.2986,1,1010,224,1234,1010.0,224.0,1234.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
447@x_name@ASC,Bar,Medium,9.9005,39.6019,4,6257,1404,7661,1564.25,351.0,1915.25,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
453@y_name@ASC,Bar,Hard,7.6678,7.6678,1,1407,269,1676,1407.0,269.0,1676.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
455@y_name@ASC,Bar,Hard,8.1861,8.1861,1,1416,291,1707,1416.0,291.0,1707.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
458@x_name@DESC,Bar,Hard,9.8952,9.8952,1,1404,338,1742,1404.0,338.0,1742.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
459@x_name@DESC,Bar,Hard,7.1548,7.1548,1,1410,254,1664,1410.0,254.0,1664.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
465@y_name@ASC,Bar,Medium,6.7158,13.4316,2,1753,476,2229,876.5,238.0,1114.5,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,Qwen/Qwen2.5-Coder-32B-Instruct-AWQ,None
