id,chart,hardness,avg_inference_time,total_inference_time,inference_count,total_prompt_tokens,total_response_tokens,total_tokens,avg_prompt_tokens,avg_response_tokens,avg_total_tokens,token_count,code execution_fail_rate,surface-form check_fail_rate,deconstruction_fail_rate,chart type check_fail_rate,data check_fail_rate,order check_fail_rate,layout check_fail_rate,scale and ticks check_fail_rate,invalid_rate,illegal rate,pass_rate,readability_score,quality_score,is_multi_table,text_model,vision_model
2851,Bar,Hard,2.8089,2.8089,1,5031,309,5340,5031.0,309.0,5340.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
2852,Bar,Extra Hard,4.2493,4.2493,1,5785,463,6248,5785.0,463.0,6248.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
2857,Bar,Hard,4.8055,14.4166,3,16908,1604,18512,5636.0,534.6667,6170.6667,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
2858,Pie,Medium,4.4012,13.2035,3,16021,1520,17541,5340.3333,506.6667,5847.0,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
2861,Pie,Easy,1.9487,1.9487,1,4764,218,4982,4764.0,218.0,4982.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
2864,Pie,Medium,3.678,18.3899,5,25584,2117,27701,5116.8,423.4,5540.2,5,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
2866,Pie,Medium,3.2622,13.0487,4,19665,1497,21162,4916.25,374.25,5290.5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
2874,Scatter,Easy,2.4106,2.4106,1,4593,269,4862,4593.0,269.0,4862.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
2881,Pie,Easy,5.3424,10.6849,2,12885,1228,14113,6442.5,614.0,7056.5,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
2885,Pie,Medium,8.4162,16.8325,2,14397,1952,16349,7198.5,976.0,8174.5,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
2900,Bar,Medium,3.301,3.301,1,5436,362,5798,5436.0,362.0,5798.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
2903,Bar,Hard,3.6026,7.2053,2,11894,811,12705,5947.0,405.5,6352.5,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
2928,Bar,Easy,1.9885,9.9423,5,28436,1091,29527,5687.2,218.2,5905.4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
2930,Pie,Hard,10.7052,21.4105,2,16570,2491,19061,8285.0,1245.5,9530.5,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
2932,Pie,Medium,7.5973,15.1947,2,14227,1757,15984,7113.5,878.5,7992.0,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
2934,Pie,Medium,9.2013,9.2013,1,8382,1068,9450,8382.0,1068.0,9450.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
2941,Bar,Easy,1.8003,1.8003,1,4676,199,4875,4676.0,199.0,4875.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
2958,Pie,Medium,2.8426,11.3703,4,18356,1298,19654,4589.0,324.5,4913.5,4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
2960,Bar,Medium,2.1664,4.3328,2,9126,473,9599,4563.0,236.5,4799.5,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
2962,Bar,Easy,11.6218,11.6218,1,7628,1376,9004,7628.0,1376.0,9004.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
2963,Bar,Easy,2.5191,2.5191,1,4708,279,4987,4708.0,279.0,4987.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
2969,Bar,Medium,4.1861,8.3722,2,10394,957,11351,5197.0,478.5,5675.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
2971,Pie,Medium,3.8905,7.7811,2,10329,899,11228,5164.5,449.5,5614.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
2972,Pie,Medium,6.9058,6.9058,1,6118,798,6916,6118.0,798.0,6916.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
2973,Bar,Medium,9.3527,9.3527,1,7378,1085,8463,7378.0,1085.0,8463.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
2979,Bar,Hard,3.5906,3.5906,1,4882,413,5295,4882.0,413.0,5295.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
2980,Pie,Hard,3.6315,7.263,2,9764,843,10607,4882.0,421.5,5303.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
2998,Bar,Hard,3.264,6.5279,2,9604,735,10339,4802.0,367.5,5169.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
3004,Pie,Easy,2.2947,6.8841,3,14283,780,15063,4761.0,260.0,5021.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
3009,Bar,Easy,10.7233,10.7233,1,7606,1269,8875,7606.0,1269.0,8875.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
3021,Pie,Hard,13.0424,26.0848,2,17382,3050,20432,8691.0,1525.0,10216.0,2,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,True,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
3046,Bar,Easy,2.438,7.314,3,14978,813,15791,4992.6667,271.0,5263.6667,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
3047,Pie,Easy,1.8317,3.6633,2,9968,404,10372,4984.0,202.0,5186.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
3051,Pie,Easy,2.3757,7.127,3,14986,803,15789,4995.3333,267.6667,5263.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
3054,Pie,Easy,4.5422,9.0844,2,12099,1039,13138,6049.5,519.5,6569.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,Qwen/Qwen2.5-Coder-7B-Instruct-AWQ,None
